"","date","username","tweet","hashtags","link"
"169","3/19/2022","mlastandard","q1 ano ang isang sektor na uunahin mong palakasin at bigyang prayoridad upang mapabilis ang pagahon ng ating ekonomiya        ","['mstandardbewiser', 'mstandardphelection2022', 'pilipinasdebates2022', 'votesafepilipinas', 'lacsonsottopanalotayo', 'panaloangmahirap']","https://twitter.com/MlaStandard/status/1505165118518276099"
"170","3/19/2022","jpoy1982","    emmanuel manny pacquiao for president","['panaloangmahirap', 'pilipinasdebates2022', '09mannypacquiao']","https://twitter.com/JPoy1982/status/1505143923588870148"
"171","3/27/2022","kabalyero","    not really just be good at something and take advantage of opportunities that comes your way also dont be lazy   boxer  became successful and wealthy by doing what he was good a","['filipino', 'mannypacquiao']","https://twitter.com/kabalyero/status/1508045086185033734"
"172","3/26/2022","daddysgirlph"," the more laughable one would have been  sitting there at least  never slapped up with his degrees","['mannypacquiao']","https://twitter.com/DaddysGirlPH/status/1507723476508966913"
"173","3/26/2022","igorotage","660 this igorot boxing prodigy from ifugao could be the next manny pacquiao experts and fans say    ","['boxing', 'mannypacquiao']","https://twitter.com/igorotage/status/1507703923813273603"
"174","3/26/2022","jaeager11","hello  and  <U+0001F923><U+0001F923><U+0001F923><U+0001F923> hello also to      mapapasayang ka na lang talaga <U+0001F923><U+0001F923><U+0001F923><U+0001F923> ","['cnnphilippines', 'tv5', 'iskomoreno', 'mannypacquiao', 'pinglacson', 'absent']","https://twitter.com/jaeager11/status/1507694960136843268"
"175","3/26/2022","sir_kabayan","remember always love your family and friends lets spread love peace and unity not hatred anger and negative energy <U+0001F917><U+2764><U+0001F49A><U+0001F49F><U+0001F499><U+0001F49B><U+0001F90D><U+0001F49C>  sa bandang huli magsisimula pa rin ang tunay na pagbabago sa tahanan natin mismo <U+0001F92D><U+0001F44C><U+2764><U+0001F49A>       ","['bbm', 'leni', 'isko', 'mannypacquiao', 'pinglacson']","https://twitter.com/Sir_Kabayan/status/1507646208751595529"
"176","3/26/2022","primpaypon","twitter keeps on entertaining us with fun and creative presidentiable stuff but a particular account only revealed four i guess we all know the reason why the other one was not included      <U+0001F4F8> ctto ","['lenirobredo', 'mannypacquiao', 'pinglacson', 'iskomoreno']","https://twitter.com/primpaypon/status/1507608055604649986"
"177","3/26/2022","c_lotaga","senator manny pacquiao may tanong si doctorney jose montemayor ano daw ang address mo may sampung bata kaming ipapadala sayo today para alagaan mo magtatayo din kami ng receiving center para tuloytuloy ang supply mo ng mga bata      ","['mannypacquiao', 'josemontemayor', 'halalan2022']","https://twitter.com/c_lotaga/status/1507593893902127110"
"178","3/26/2022","adel_fuertes418"," ambisyoso e dapat ilagay ang sarili kung ano ang kaya ng utakdiba paps","['mannypacquiao']","https://twitter.com/Adel_fuertes418/status/1507590345936482312"
